X,Y,TOP_RDG,BOTTOM_RDG,VRT_GRAD,TIME,DATE,LINE,MARK
7.000,37.000,38667.538,38652.014,-15.524,18:40:01.60,10/22/24,7,37
7.000,38.000,38723.813,38726.264,2.451,18:39:54.90,10/22/24,7,38
7.000,39.000,38730.703,38715.930,-14.773,18:39:46.90,10/22/24,7,39
7.000,40.000,38729.121,38716.289,-12.832,18:39:39.10,10/22/24,7,40
7.000,41.000,38724.410,38710.430,-13.980,18:39:30.90,10/22/24,7,41
7.000,42.000,38719.440,38719.916,0.476,18:39:23.80,10/22/24,7,42
7.000,43.000,38713.743,38735.430,21.687,18:39:16.60,10/22/24,7,43
7.000,44.000,38715.143,38726.152,11.009,18:39:09.00,10/22/24,7,44
7.000,45.000,38723.980,38671.543,-52.437,18:39:00.40,10/22/24,7,45
7.000,46.000,38754.687,38689.549,-65.138,18:38:52.30,10/22/24,7,46
7.000,47.000,38800.851,38829.685,28.834,18:38:41.40,10/22/24,7,47
7.000,48.000,38843.694,38899.707,56.013,18:38:33.20,10/22/24,7,48
7.000,49.000,38896.448,39021.780,125.332,18:38:25.20,10/22/24,7,49
7.000,50.000,38923.764,39010.210,86.446,18:38:18.20,10/22/24,7,50
7.000,51.000,38935.515,39068.937,133.422,18:38:09.10,10/22/24,7,51
7.000,52.000,38947.939,39009.579,61.640,18:38:00.70,10/22/24,7,52
7.000,53.000,38968.094,39081.527,113.433,18:37:49.40,10/22/24,7,53
7.000,54.000,38970.857,39175.142,204.285,18:37:42.10,10/22/24,7,54
7.000,55.000,38924.549,39033.141,108.592,18:37:32.60,10/22/24,7,55
7.000,56.000,38872.988,38943.863,70.875,18:37:21.70,10/22/24,7,56
7.000,57.000,38824.956,38872.815,47.859,18:37:12.80,10/22/24,7,57
7.000,58.000,38771.427,38767.604,-3.823,18:37:05.20,10/22/24,7,58
7.000,59.000,38719.794,38713.510,-6.284,18:36:53.70,10/22/24,7,59
7.000,60.000,26974.619,26838.800,-135.819,18:36:44.50,10/22/24,7,60
6.000,59.000,38761.483,38726.701,-34.782,18:23:01.80,10/22/24,6,59
6.000,58.000,38811.146,38840.504,29.358,18:22:56.60,10/22/24,6,58
6.000,57.000,38863.197,38910.365,47.168,18:22:51.60,10/22/24,6,57
6.000,56.000,38908.306,38936.912,28.606,18:22:46.40,10/22/24,6,56
6.000,55.000,38953.991,39080.876,126.885,18:22:41.20,10/22/24,6,55
6.000,54.000,38965.584,39119.076,153.492,18:22:35.70,10/22/24,6,54
6.000,53.000,38946.142,39028.414,82.272,18:22:30.50,10/22/24,6,53
6.000,52.000,38931.687,39029.770,98.083,18:22:25.30,10/22/24,6,52
6.000,51.000,38926.276,39006.595,80.319,18:22:19.50,10/22/24,6,51
6.000,50.000,38908.618,38979.103,70.485,18:22:14.60,10/22/24,6,50
6.000,49.000,38879.589,38932.208,52.619,18:22:09.60,10/22/24,6,49
6.000,48.000,38842.542,38917.959,75.417,18:22:04.40,10/22/24,6,48
6.000,47.000,38789.657,38828.760,39.103,18:21:59.30,10/22/24,6,47
6.000,46.000,38734.791,38713.490,-21.301,18:21:52.90,10/22/24,6,46
6.000,45.000,38698.477,38647.632,-50.845,18:21:47.40,10/22/24,6,45
6.000,44.000,38686.184,38649.825,-36.359,18:21:42.00,10/22/24,6,44
6.000,43.000,38691.483,38700.506,9.023,18:21:37.20,10/22/24,6,43
6.000,42.000,38709.986,38678.999,-30.987,18:21:32.30,10/22/24,6,42
6.000,41.000,38734.791,38759.320,24.529,18:21:27.30,10/22/24,6,41
6.000,40.000,38751.162,38816.917,65.755,18:21:22.00,10/22/24,6,40
6.000,39.000,38753.485,38827.373,73.888,18:21:14.90,10/22/24,6,39
6.000,38.000,38743.948,38781.225,37.277,18:21:08.90,10/22/24,6,38
6.000,37.000,38705.581,38778.358,72.777,18:21:01.60,10/22/24,6,37
6.000,36.000,38623.673,38646.844,23.171,18:20:56.00,10/22/24,6,36
6.000,35.000,38548.070,38448.805,-99.265,18:20:49.60,10/22/24,6,35
6.000,34.000,38504.228,38333.396,-170.832,18:20:43.20,10/22/24,6,34
6.000,33.000,38508.815,38468.254,-40.561,18:20:35.90,10/22/24,6,33
6.000,32.000,38530.927,38554.204,23.277,18:20:27.30,10/22/24,6,32
6.000,31.000,38541.820,38598.743,56.923,18:20:22.40,10/22/24,6,31
6.000,30.000,38522.653,38541.139,18.486,18:20:17.30,10/22/24,6,30
6.000,29.000,38487.116,38386.911,-100.205,18:20:12.30,10/22/24,6,29
6.000,28.000,38469.689,38321.745,-147.944,18:20:07.40,10/22/24,6,28
6.000,27.000,38463.220,38350.049,-113.171,18:20:02.40,10/22/24,6,27
6.000,26.000,38468.904,38344.249,-124.655,18:19:56.90,10/22/24,6,26
6.000,25.000,38512.473,38378.087,-134.386,18:19:48.50,10/22/24,6,25
6.000,24.000,38594.605,38608.434,13.829,18:19:41.10,10/22/24,6,24
6.000,23.000,38671.806,38735.031,63.225,18:19:35.30,10/22/24,6,23
6.000,22.000,38707.840,38798.472,90.632,18:19:30.20,10/22/24,6,22
6.000,21.000,38706.701,38752.447,45.746,18:19:24.30,10/22/24,6,21
6.000,20.000,38682.957,38647.397,-35.560,18:19:19.00,10/22/24,6,20
6.000,19.000,38643.609,38711.754,68.145,18:19:11.30,10/22/24,6,19
6.000,18.000,38585.742,38566.456,-19.286,18:19:03.80,10/22/24,6,18
6.000,17.000,38530.971,38474.760,-56.211,18:18:57.50,10/22/24,6,17
6.000,16.000,38504.183,38438.027,-66.156,18:18:42.20,10/22/24,6,16
6.000,15.000,38491.065,38465.394,-25.671,18:18:36.50,10/22/24,6,15
6.000,14.000,38474.171,38448.467,-25.704,18:18:31.20,10/22/24,6,14
6.000,13.000,38445.615,38362.835,-82.780,18:18:25.30,10/22/24,6,13
6.000,12.000,38405.351,38350.574,-54.777,18:18:19.40,10/22/24,6,12
6.000,11.000,38353.624,38082.162,-271.462,18:18:14.10,10/22/24,6,11
6.000,10.000,38328.091,38199.377,-128.714,18:18:08.50,10/22/24,6,10
6.000,9.000,38300.197,38189.425,-110.772,18:18:03.00,10/22/24,6,9
6.000,8.000,38267.616,38066.938,-200.678,18:17:57.80,10/22/24,6,8
6.000,7.000,38274.251,38035.578,-238.673,18:17:49.70,10/22/24,6,7
6.000,6.000,38306.074,38091.542,-214.532,18:17:40.70,10/22/24,6,6
6.000,5.000,38376.698,38105.175,-271.523,18:17:23.80,10/22/24,6,5
6.000,4.000,38514.547,38346.526,-168.021,18:17:18.30,10/22/24,6,4
6.000,3.000,38673.288,38578.244,-95.044,18:17:12.40,10/22/24,6,3
6.000,2.000,38829.423,38851.947,22.524,18:17:07.30,10/22/24,6,2
6.000,1.000,38976.652,38975.204,-1.448,18:17:01.50,10/22/24,6,1
6.000,0.000,39101.243,39114.974,13.731,18:16:51.60,10/22/24,6,0
5.000,0.000,38982.854,39016.280,33.426,18:12:35.60,10/22/24,5,0
5.000,1.000,38837.974,38859.057,21.083,18:12:22.80,10/22/24,5,1
5.000,2.000,38712.976,38641.177,-71.799,18:12:17.50,10/22/24,5,2
5.000,3.000,38566.607,38443.371,-123.236,18:12:11.80,10/22/24,5,3
5.000,4.000,38439.374,38258.227,-181.147,18:12:05.00,10/22/24,5,4
5.000,5.000,38358.758,38141.701,-217.057,18:11:58.40,10/22/24,5,5
5.000,6.000,38323.324,38223.969,-99.355,18:11:52.80,10/22/24,5,6
5.000,7.000,38299.065,38120.698,-178.367,18:11:47.50,10/22/24,5,7
5.000,8.000,38307.404,38107.181,-200.223,18:11:42.50,10/22/24,5,8
5.000,9.000,38355.944,38251.875,-104.069,18:11:37.60,10/22/24,5,9
5.000,10.000,38389.874,38292.491,-97.383,18:11:32.40,10/22/24,5,10
5.000,11.000,38434.564,38280.176,-154.388,18:11:26.50,10/22/24,5,11
5.000,12.000,38482.053,38437.941,-44.112,18:11:21.60,10/22/24,5,12
5.000,13.000,38513.748,38487.317,-26.431,18:11:15.40,10/22/24,5,13
5.000,14.000,38536.340,38525.388,-10.952,18:11:09.90,10/22/24,5,14
5.000,15.000,38546.880,38574.451,27.571,18:11:04.20,10/22/24,5,15
5.000,16.000,38563.972,38499.188,-64.784,18:10:18.30,10/22/24,5,16
5.000,17.000,38593.559,38604.106,10.547,18:10:12.40,10/22/24,5,17
5.000,18.000,38629.327,38635.807,6.480,18:10:07.10,10/22/24,5,18
5.000,19.000,38679.575,38731.914,52.339,18:10:02.00,10/22/24,5,19
5.000,20.000,38711.970,38817.660,105.690,18:09:56.60,10/22/24,5,20
5.000,21.000,38718.378,38804.577,86.199,18:09:51.80,10/22/24,5,21
5.000,22.000,38691.650,38787.586,95.936,18:09:46.30,10/22/24,5,22
5.000,23.000,38636.793,38661.311,24.518,18:09:41.00,10/22/24,5,23
5.000,24.000,38560.471,38512.845,-47.626,18:09:36.10,10/22/24,5,24
5.000,25.000,38499.132,38365.277,-133.855,18:09:31.10,10/22/24,5,25
5.000,26.000,38471.269,38354.224,-117.045,18:09:26.10,10/22/24,5,26
5.000,27.000,38467.967,38356.110,-111.857,18:09:20.50,10/22/24,5,27
5.000,28.000,38484.043,38412.206,-71.837,18:09:14.90,10/22/24,5,28
5.000,29.000,38515.908,38414.407,-101.501,18:09:09.60,10/22/24,5,29
5.000,30.000,38563.096,38591.938,28.842,18:09:04.40,10/22/24,5,30
5.000,31.000,38580.823,38589.197,8.374,18:08:59.70,10/22/24,5,31
5.000,32.000,38575.701,38503.474,-72.227,18:08:55.00,10/22/24,5,32
5.000,33.000,38570.626,38481.249,-89.377,18:08:50.20,10/22/24,5,33
5.000,34.000,38589.693,38553.683,-36.010,18:08:45.70,10/22/24,5,34
5.000,35.000,38643.389,38640.977,-2.412,18:08:40.70,10/22/24,5,35
5.000,36.000,38705.092,38793.819,88.727,18:08:35.80,10/22/24,5,36
5.000,37.000,38755.406,38879.583,124.177,18:08:30.90,10/22/24,5,37
5.000,38.000,38769.308,38836.792,67.484,18:08:25.40,10/22/24,5,38
5.000,39.000,38761.554,38768.737,7.183,18:08:20.30,10/22/24,5,39
5.000,40.000,38749.216,38848.798,99.582,18:08:14.40,10/22/24,5,40
5.000,41.000,38722.035,38756.043,34.008,18:08:08.40,10/22/24,5,41
5.000,42.000,38680.189,38626.881,-53.308,18:08:03.70,10/22/24,5,42
5.000,43.000,38654.170,38551.380,-102.790,18:07:58.00,10/22/24,5,43
5.000,44.000,38651.687,38546.746,-104.941,18:07:52.90,10/22/24,5,44
5.000,45.000,38682.196,38613.821,-68.375,18:07:47.20,10/22/24,5,45
5.000,46.000,38736.155,38725.433,-10.722,18:07:41.30,10/22/24,5,46
5.000,47.000,38795.777,38816.248,20.471,18:07:35.90,10/22/24,5,47
5.000,48.000,38844.721,38927.810,83.089,18:07:31.20,10/22/24,5,48
5.000,49.000,38872.876,38926.145,53.269,18:07:26.10,10/22/24,5,49
5.000,50.000,38886.804,38921.374,34.570,18:07:21.10,10/22/24,5,50
5.000,51.000,38892.220,38898.691,6.471,18:07:15.30,10/22/24,5,51
5.000,52.000,38893.250,38869.798,-23.452,18:07:09.80,10/22/24,5,52
5.000,53.000,38907.369,38920.884,13.515,18:07:03.80,10/22/24,5,53
5.000,54.000,38938.585,39006.216,67.631,18:06:58.10,10/22/24,5,54
5.000,55.000,38942.572,39041.924,99.352,18:06:52.30,10/22/24,5,55
5.000,56.000,38915.150,38979.844,64.694,18:06:47.10,10/22/24,5,56
5.000,57.000,38872.376,38927.932,55.556,18:06:41.00,10/22/24,5,57
5.000,58.000,38822.062,38845.796,23.734,18:06:35.30,10/22/24,5,58
5.000,59.000,38767.662,38746.046,-21.616,18:06:29.30,10/22/24,5,59
5.000,60.000,38726.650,38654.839,-71.811,18:06:22.70,10/22/24,5,60
4.000,60.000,38743.546,38699.724,-43.822,18:02:48.50,10/22/24,4,60
4.000,59.000,38784.626,38786.591,1.965,18:02:30.70,10/22/24,4,59
4.000,58.000,38823.878,38840.408,16.530,18:02:25.70,10/22/24,4,58
4.000,57.000,38869.843,38884.259,14.416,18:02:19.40,10/22/24,4,57
4.000,56.000,38911.164,38989.454,78.290,18:02:13.70,10/22/24,4,56
4.000,55.000,38923.624,39064.263,140.639,18:02:07.70,10/22/24,4,55
4.000,54.000,38886.457,38887.504,1.047,18:01:57.20,10/22/24,4,54
4.000,53.000,38851.263,38744.736,-106.527,18:01:51.70,10/22/24,4,53
4.000,52.000,38850.192,38859.972,9.780,18:01:46.10,10/22/24,4,52
4.000,51.000,38854.173,38867.640,13.467,18:01:37.40,10/22/24,4,51
4.000,50.000,38850.549,38855.836,5.287,18:01:32.20,10/22/24,4,50
4.000,49.000,38840.372,38850.090,9.718,18:01:26.70,10/22/24,4,49
4.000,48.000,38818.761,38865.117,46.356,18:01:20.80,10/22/24,4,48
4.000,47.000,38773.499,38774.738,1.239,18:01:15.10,10/22/24,4,47
4.000,46.000,38715.223,38697.097,-18.126,18:01:08.50,10/22/24,4,46
4.000,45.000,38660.947,38574.316,-86.631,18:01:03.40,10/22/24,4,45
4.000,44.000,38635.925,38521.503,-114.422,18:00:56.20,10/22/24,4,44
4.000,43.000,38633.782,38541.154,-92.628,18:00:50.50,10/22/24,4,43
4.000,42.000,38657.475,38561.796,-95.679,18:00:44.60,10/22/24,4,42
4.000,41.000,38696.820,38733.931,37.111,18:00:29.30,10/22/24,4,41
4.000,40.000,38726.542,38776.484,49.942,18:00:19.20,10/22/24,4,40
4.000,39.000,38748.640,38772.712,24.072,18:00:10.80,10/22/24,4,39
4.000,38.000,38769.849,38858.696,88.847,17:59:59.90,10/22/24,4,38
4.000,37.000,38760.735,38891.602,130.867,17:59:54.50,10/22/24,4,37
4.000,36.000,38717.413,38766.759,49.346,17:59:40.10,10/22/24,4,36
4.000,35.000,38673.446,38671.277,-2.169,17:59:35.00,10/22/24,4,35
4.000,34.000,38637.839,38633.229,-4.610,17:59:29.80,10/22/24,4,34
4.000,33.000,38627.995,38657.478,29.483,17:59:23.70,10/22/24,4,33
4.000,32.000,38623.383,38646.811,23.428,17:59:13.20,10/22/24,4,32
4.000,31.000,38613.073,38609.797,-3.276,17:59:07.50,10/22/24,4,31
4.000,30.000,38585.724,38610.544,24.820,17:59:02.40,10/22/24,4,30
4.000,29.000,38540.198,38477.547,-62.651,17:58:56.60,10/22/24,4,29
4.000,28.000,38507.156,38423.689,-83.467,17:58:51.40,10/22/24,4,28
4.000,27.000,38492.726,38447.428,-45.298,17:58:45.80,10/22/24,4,27
4.000,26.000,38494.192,38454.033,-40.159,17:58:39.90,10/22/24,4,26
4.000,25.000,38519.714,38460.014,-59.700,17:58:33.80,10/22/24,4,25
4.000,24.000,38570.889,38581.022,10.133,17:58:28.00,10/22/24,4,24
4.000,23.000,38624.697,38584.313,-40.384,17:58:18.20,10/22/24,4,23
4.000,22.000,38676.259,38706.970,30.711,17:58:03.00,10/22/24,4,22
4.000,21.000,38715.399,38820.891,105.492,17:57:55.60,10/22/24,4,21
4.000,20.000,38718.694,38818.939,100.245,17:57:50.00,10/22/24,4,20
4.000,19.000,38687.912,38763.303,75.391,17:57:43.90,10/22/24,4,19
4.000,18.000,38652.564,38601.364,-51.200,17:57:37.00,10/22/24,4,18
4.000,17.000,38646.139,38696.421,50.282,17:57:30.80,10/22/24,4,17
4.000,16.000,38624.692,38616.075,-8.617,17:57:24.00,10/22/24,4,16
4.000,15.000,38607.712,38544.165,-63.547,17:57:12.40,10/22/24,4,15
4.000,14.000,38595.519,38542.170,-53.349,17:57:05.00,10/22/24,4,14
4.000,13.000,38587.550,38567.835,-19.715,17:56:55.50,10/22/24,4,13
4.000,12.000,38573.605,38588.095,14.490,17:56:43.60,10/22/24,4,12
4.000,11.000,38529.119,38521.384,-7.735,17:56:31.40,10/22/24,4,11
4.000,10.000,38467.780,38450.877,-16.903,17:56:20.20,10/22/24,4,10
4.000,9.000,38404.780,38326.171,-78.609,17:56:14.60,10/22/24,4,9
4.000,8.000,38358.454,38223.252,-135.202,17:56:08.80,10/22/24,4,8
4.000,7.000,38354.553,38247.612,-106.941,17:56:01.90,10/22/24,4,7
4.000,6.000,38368.563,38254.852,-113.711,17:55:55.70,10/22/24,4,6
4.000,5.000,38408.345,38255.596,-152.749,17:55:49.10,10/22/24,4,5
4.000,4.000,38480.392,38342.133,-138.259,17:55:41.00,10/22/24,4,4
4.000,3.000,38589.888,38569.100,-20.788,17:55:34.60,10/22/24,4,3
4.000,2.000,38702.511,38643.725,-58.786,17:55:28.10,10/22/24,4,2
4.000,1.000,38815.774,38818.099,2.325,17:55:20.60,10/22/24,4,1
4.000,0.000,38921.463,38971.035,49.572,17:53:33.60,10/22/24,4,0
3.000,0.000,38865.577,38929.461,63.884,17:51:45.50,10/22/24,3,0
3.000,1.000,38767.319,38754.587,-12.732,17:51:39.90,10/22/24,3,1
3.000,2.000,38671.670,38656.546,-15.124,17:51:33.80,10/22/24,3,2
3.000,3.000,38573.734,38525.116,-48.618,17:51:27.20,10/22/24,3,3
3.000,4.000,38490.530,38354.238,-136.292,17:51:20.90,10/22/24,3,4
3.000,5.000,38424.882,38297.537,-127.345,17:51:13.10,10/22/24,3,5
3.000,6.000,38395.465,38281.025,-114.440,17:51:07.40,10/22/24,3,6
3.000,7.000,38388.815,38266.024,-122.791,17:51:01.10,10/22/24,3,7
3.000,8.000,38403.025,38279.944,-123.081,17:50:55.50,10/22/24,3,8
3.000,9.000,38464.248,38373.224,-91.024,17:50:50.20,10/22/24,3,9
3.000,10.000,38534.774,38542.235,7.461,17:50:44.90,10/22/24,3,10
3.000,11.000,38610.333,38629.264,18.931,17:50:33.40,10/22/24,3,11
3.000,12.000,38656.510,38733.540,77.030,17:50:22.80,10/22/24,3,12
3.000,13.000,38676.562,38705.420,28.858,17:50:13.50,10/22/24,3,13
3.000,14.000,38681.795,38732.022,50.227,17:50:07.50,10/22/24,3,14
3.000,15.000,38675.652,38670.528,-5.124,17:50:02.00,10/22/24,3,15
3.000,16.000,38681.640,38711.572,29.932,17:49:56.70,10/22/24,3,16
3.000,17.000,38686.445,38734.853,48.408,17:49:51.00,10/22/24,3,17
3.000,18.000,38681.912,38638.753,-43.159,17:49:45.40,10/22/24,3,18
3.000,19.000,38698.181,38700.214,2.033,17:49:39.20,10/22/24,3,19
3.000,20.000,38711.113,38782.289,71.176,17:49:33.40,10/22/24,3,20
3.000,21.000,38698.279,38750.250,51.971,17:49:26.70,10/22/24,3,21
3.000,22.000,38663.023,38694.852,31.829,17:49:17.10,10/22/24,3,22
3.000,23.000,38618.414,38617.990,-0.424,17:49:11.20,10/22/24,3,23
3.000,24.000,38572.930,38590.320,17.390,17:49:05.30,10/22/24,3,24
3.000,25.000,38525.268,38499.000,-26.268,17:48:59.40,10/22/24,3,25
3.000,26.000,38503.737,38433.003,-70.734,17:48:53.00,10/22/24,3,26
3.000,27.000,38514.428,38530.686,16.258,17:48:47.30,10/22/24,3,27
3.000,28.000,38535.578,38492.175,-43.403,17:48:42.40,10/22/24,3,28
3.000,29.000,38575.102,38573.381,-1.721,17:48:36.40,10/22/24,3,29
3.000,30.000,38614.686,38709.074,94.388,17:48:30.20,10/22/24,3,30
3.000,31.000,38642.876,38683.077,40.201,17:48:23.40,10/22/24,3,31
3.000,32.000,38661.265,38681.608,20.343,17:48:16.90,10/22/24,3,32
3.000,33.000,38665.783,38679.021,13.238,17:48:11.10,10/22/24,3,33
3.000,34.000,38666.451,38615.871,-50.580,17:48:05.60,10/22/24,3,34
3.000,35.000,38694.410,38756.909,62.499,17:47:59.20,10/22/24,3,35
3.000,36.000,38726.020,38700.500,-25.520,17:47:53.00,10/22/24,3,36
3.000,37.000,38759.663,38900.168,140.505,17:47:47.00,10/22/24,3,37
3.000,38.000,38763.683,38857.295,93.612,17:47:40.90,10/22/24,3,38
3.000,39.000,38725.386,38621.733,-103.653,17:47:34.00,10/22/24,3,39
3.000,40.000,38707.470,38686.009,-21.461,17:47:24.70,10/22/24,3,40
3.000,41.000,38670.064,38642.537,-27.527,17:47:17.40,10/22/24,3,41
3.000,42.000,38651.571,38558.010,-93.561,17:46:01.40,10/22/24,3,42
3.000,43.000,38639.378,38563.383,-75.995,17:45:47.60,10/22/24,3,43
3.000,44.000,38642.602,38559.559,-83.043,17:45:36.00,10/22/24,3,44
3.000,45.000,38672.022,38612.132,-59.890,17:45:20.40,10/22/24,3,45
3.000,46.000,38724.120,38714.486,-9.634,17:45:02.40,10/22/24,3,46
3.000,47.000,38778.298,38804.608,26.310,17:44:45.10,10/22/24,3,47
3.000,48.000,38821.332,38889.151,67.819,17:44:17.80,10/22/24,3,48
3.000,49.000,38833.756,38820.860,-12.896,17:44:07.80,10/22/24,3,49
3.000,50.000,38840.731,38823.560,-17.171,17:44:01.80,10/22/24,3,50
3.000,51.000,38844.219,38844.577,0.358,17:43:52.50,10/22/24,3,51
3.000,52.000,38837.340,38788.625,-48.715,17:43:46.40,10/22/24,3,52
3.000,53.000,38842.240,38729.356,-112.884,17:43:40.60,10/22/24,3,53
3.000,54.000,38881.036,38859.276,-21.760,17:43:34.00,10/22/24,3,54
3.000,55.000,38911.557,38984.478,72.921,17:43:27.80,10/22/24,3,55
3.000,56.000,38898.065,38919.347,21.282,17:43:21.40,10/22/24,3,56
3.000,57.000,38860.901,38834.796,-26.105,17:43:13.60,10/22/24,3,57
3.000,58.000,38826.312,38797.557,-28.755,17:43:05.30,10/22/24,3,58
3.000,59.000,38792.118,38776.680,-15.438,17:42:57.90,10/22/24,3,59
3.000,60.000,38765.570,38702.883,-62.687,17:42:46.50,10/22/24,3,60
2.000,61.000,38792.048,38786.799,-5.249,17:39:51.40,10/22/24,2,61
2.000,60.000,38789.791,38755.866,-33.925,17:39:11.50,10/22/24,2,60
2.000,59.000,38811.428,38770.220,-41.208,17:39:04.30,10/22/24,2,59
2.000,58.000,38838.153,38794.861,-43.292,17:38:57.60,10/22/24,2,58
2.000,57.000,38870.551,38830.219,-40.332,17:38:46.70,10/22/24,2,57
2.000,56.000,38900.199,38915.783,15.584,17:38:40.20,10/22/24,2,56
2.000,55.000,38901.054,38939.326,38.272,17:38:33.70,10/22/24,2,55
2.000,54.000,38869.080,38860.029,-9.051,17:38:26.90,10/22/24,2,54
2.000,53.000,38842.860,38781.478,-61.382,17:38:19.50,10/22/24,2,53
2.000,52.000,38835.458,38813.005,-22.453,17:38:12.40,10/22/24,2,52
2.000,51.000,38835.853,38853.509,17.656,17:38:05.80,10/22/24,2,51
2.000,50.000,38829.601,38801.450,-28.151,17:38:00.50,10/22/24,2,50
2.000,49.000,38825.496,38847.779,22.283,17:37:48.60,10/22/24,2,49
2.000,48.000,38803.385,38850.204,46.819,17:37:41.70,10/22/24,2,48
2.000,47.000,38751.434,38748.033,-3.401,17:37:35.60,10/22/24,2,47
2.000,46.000,38701.794,38640.925,-60.869,17:37:29.30,10/22/24,2,46
2.000,45.000,38667.189,38608.905,-58.284,17:37:23.00,10/22/24,2,45
2.000,44.000,38654.593,38610.160,-44.433,17:37:12.90,10/22/24,2,44
2.000,43.000,38654.939,38613.127,-41.812,17:37:06.40,10/22/24,2,43
2.000,42.000,38661.567,38607.842,-53.725,17:37:00.30,10/22/24,2,42
2.000,41.000,38675.331,38623.897,-51.434,17:36:53.50,10/22/24,2,41
2.000,40.000,38690.261,38628.719,-61.542,17:36:47.70,10/22/24,2,40
2.000,39.000,38716.183,38700.128,-16.055,17:36:40.10,10/22/24,2,39
2.000,38.000,38738.362,38753.859,15.497,17:36:34.40,10/22/24,2,38
2.000,37.000,38735.281,38771.911,36.630,17:36:27.70,10/22/24,2,37
2.000,36.000,38713.600,38728.204,14.604,17:36:21.40,10/22/24,2,36
2.000,35.000,38690.829,38699.158,8.329,17:36:15.30,10/22/24,2,35
2.000,34.000,38680.916,38636.606,-44.310,17:36:09.00,10/22/24,2,34
2.000,33.000,38699.066,38755.966,56.900,17:36:02.70,10/22/24,2,33
2.000,32.000,38687.222,38751.139,63.917,17:35:56.60,10/22/24,2,32
2.000,31.000,38651.548,38646.183,-5.365,17:35:49.50,10/22/24,2,31
2.000,30.000,38618.179,38650.517,32.338,17:35:43.00,10/22/24,2,30
2.000,29.000,38581.640,38578.659,-2.981,17:35:36.80,10/22/24,2,29
2.000,28.000,38546.905,38501.113,-45.792,17:35:30.70,10/22/24,2,28
2.000,27.000,38519.675,38461.389,-58.286,17:35:22.90,10/22/24,2,27
2.000,26.000,38500.924,38357.634,-143.290,17:35:16.70,10/22/24,2,26
2.000,25.000,38529.975,38447.741,-82.234,17:35:10.70,10/22/24,2,25
2.000,24.000,38578.397,38564.712,-13.685,17:35:04.60,10/22/24,2,24
2.000,23.000,38617.325,38580.480,-36.845,17:34:58.70,10/22/24,2,23
2.000,22.000,38651.085,38645.565,-5.520,17:34:51.30,10/22/24,2,22
2.000,21.000,38677.781,38638.547,-39.234,17:34:43.20,10/22/24,2,21
2.000,20.000,38699.537,38741.937,42.400,17:34:35.60,10/22/24,2,20
2.000,19.000,38699.641,38730.294,30.653,17:34:29.10,10/22/24,2,19
2.000,18.000,38700.621,38684.194,-16.427,17:34:19.80,10/22/24,2,18
2.000,17.000,38717.663,38752.709,35.046,17:34:12.60,10/22/24,2,17
2.000,16.000,38727.782,38772.698,44.916,17:33:58.90,10/22/24,2,16
2.000,15.000,38735.716,38769.560,33.844,17:33:51.40,10/22/24,2,15
2.000,14.000,38748.195,38811.782,63.587,17:33:44.50,10/22/24,2,14
2.000,13.000,38741.471,38784.565,43.094,17:33:38.00,10/22/24,2,13
2.000,12.000,38725.566,38788.700,63.134,17:33:31.80,10/22/24,2,12
2.000,11.000,38676.666,38653.801,-22.865,17:33:24.20,10/22/24,2,11
2.000,10.000,38600.534,38616.495,15.961,17:33:17.50,10/22/24,2,10
2.000,9.000,38508.421,38425.702,-82.719,17:33:09.40,10/22/24,2,9
2.000,8.000,38445.540,38271.784,-173.756,17:33:02.20,10/22/24,2,8
2.000,7.000,38428.321,38305.948,-122.373,17:32:55.60,10/22/24,2,7
2.000,6.000,38436.165,38325.407,-110.758,17:32:47.90,10/22/24,2,6
2.000,5.000,38462.491,38405.475,-57.016,17:32:40.80,10/22/24,2,5
2.000,4.000,38501.048,38411.528,-89.520,17:32:28.60,10/22/24,2,4
2.000,3.000,38577.474,38526.395,-51.079,17:32:14.90,10/22/24,2,3
2.000,2.000,26952.218,26959.339,7.121,17:31:52.20,10/22/24,2,2
2.000,1.000,0.000,0.000,0.000,17:26:35.90,10/22/24,2,1
2.000,0.000,38804.585,38921.264,116.679,17:26:02.00,10/22/24,2,0
1.000,0.000,38728.566,38787.310,58.744,17:14:05.30,10/22/24,1,0
1.000,1.000,38658.860,38639.481,-19.379,17:13:36.90,10/22/24,1,1
1.000,2.000,38594.805,38571.399,-23.406,17:13:29.20,10/22/24,1,2
1.000,3.000,38537.346,38470.287,-67.059,17:13:20.00,10/22/24,1,3
1.000,4.000,38493.964,38414.806,-79.158,17:13:11.80,10/22/24,1,4
1.000,5.000,38480.572,38415.321,-65.251,17:13:05.00,10/22/24,1,5
1.000,6.000,38475.316,38424.461,-50.855,17:12:57.90,10/22/24,1,6
1.000,7.000,38477.448,38352.007,-125.441,17:12:50.50,10/22/24,1,7
1.000,8.000,38515.159,38399.824,-115.335,17:12:42.40,10/22/24,1,8
1.000,9.000,38604.254,38550.646,-53.608,17:12:34.90,10/22/24,1,9
1.000,10.000,38698.438,38755.799,57.361,17:12:28.40,10/22/24,1,10
1.000,11.000,38768.849,38923.004,154.155,17:12:22.30,10/22/24,1,11
1.000,12.000,38795.864,38883.531,87.667,17:12:15.40,10/22/24,1,12
1.000,13.000,38800.266,38874.155,73.889,17:12:07.60,10/22/24,1,13
1.000,14.000,38793.182,38801.428,8.246,17:12:01.00,10/22/24,1,14
